Data Number,Codes,Site Name,Latitude,Longitude,Elevation,minD,maxD,No. Temps,Gradient,No. Cond.,Conductivity,No.Heat Prod.,Heat Prod.,Heat Flow,No. sites,Year of Pub.,Reference,Comments,,
434,,LSDA-79,-24.05,-15.5333,-4100,,2,2,5,,0.91,,,4,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
435,,LSDA-80,-23.7833,-14.45,-4000,,2,2,41,,0.91,,,38,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
436,,LSDA-81,-23.7,-12.2,-3580,,2,2,51,,0.91,,,47,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
437,,LSDA-82,-22.7167,-13.1167,-3605,,1,1,344,,0.95,,,327,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
438,,LSDA-83,-21.35,-11.5833,-2515,,2,2,358,,0.95,,,341,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
439,,LSDA-85,-21.25,-10.65,-3535,,2,2,45,,0.91,,,41,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
440,,LSDA-86,-20.1667,-11.5,-2925,,2,2,335,,0.91,,,306,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
441,,LSDA-87,-19.8833,-12.4333,-2710,,2,2,173,,0.91,,,158,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
442,,LSDA-88,-19.7333,-12.9167,-3500,,2,2,48,,0.91,,,44,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
443,,LSDA-89,-18.9667,-12.8167,-3125,,2,2,51,,0.91,,,47,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
444,,LSDA-90,-18.9667,-12,-2510,,2,2,214,,0.95,,,203,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
445,,LSDA-91,-18.5333,-10.25,-3395,,2,2,21,,0.9,,,19,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
446,,LSDA-92,-18.1333,-11.25,-3305,,2,2,34,,0.91,,,31,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
447,,LSDA-93,-17.65,-12.3667,-3440,,2,2,74,,0.91,,,67,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
447,,Klamesin-1,-1.0011,131.1094,,,2021,,34,,2.12,,,71,,1986,ASCOPE1986,ASCOPE1986,*,BHT
448,,LSDA-94,-17.25,-13.3333,-3340,,2,2,22,,0.91,,,20,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
449,,LSDA-95,-16.7667,-14.5,-3455,,2,2,62,,0.91,,,57,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
450,,LSDA-96,-16.25,-15.75,-3435,,2,2,20,,0.91,,,18,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
451,,LSDA-97,-15.8,-16.8333,-3820,,2,2,107,,0.91,,,98,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
452,,LSDA-98,-15.3833,-17.9,-4390,,2,2,23,,0.91,,,21,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
453,,LSDA-99,-14.9167,-19.3667,-4230,,2,2,19,,0.94,,,18,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
454,,LSDA-10,-10,-15.4333,-3595,,2,2,13,,0.93,,,12,1,1964,Vacquier&VonHerzen1964,VonHerzen&Simmons1972,,Ewing probe
455,,LSDA-101,-9.1833,-13.3333,-2690,,2,2,4,,0.9,,,3,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
456,,LSDA-102,-9.05,-10.4833,-3550,,2,2,18,,0.93,,,17,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
457,,LSDA-103,-6.7167,-13.45,-3245,,2,2,12,,0.91,,,11,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
458,,LSDA-104,-5.6833,-11.2,-2905,,2,2,118,,0.91,,,108,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
459,,LSDA-105,-4.95,-9.4667,-3500,,2,2,53,,0.91,,,48,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
460,,LSDA-106,-0.9333,-10.6167,-4040,,2,2,50,,0.89,,,45,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
461,,LSDA-107,-0.4667,-10.85,-4350,,2,2,42,,0.89,,,37,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
462,,LSDA-108,0.05,-11.0333,-4125,,2,2,68,,0.89,,,61,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
463,,LSDA-109,0.4333,-11.2333,-4215,,2,2,85,,0.89,,,75,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
464,,LSDA-110,0.8667,-11.4667,-4950,,2,2,7,,0.89,,,6,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
465,,LSDA-111,2.6333,-12.2,-4735,,2,2,76,,0.76,,,57,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
466,,LSDA-112,5.0167,-12.75,-4390,,2,2,82,,0.8,,,65,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
467,,LSDA-113,7.4,-17.1333,-4800,,2,2,71,,0.82,,,58,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
468,,LSDA-114,6.7833,-19.3,-4360,,2,2,46,,0.88,,,40,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
469,,LSDA-115,6.35,-20.8167,-3590,,2,2,58,,0.89,,,51,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
470,,LSDA-116,5.1167,-25.25,-4360,,2,2,92,,0.9,,,83,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
471,,LSDA-117,3.35,-30.8667,-2590,,2,2,16,,0.98,,,16,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
472,,LSDA-118,3.3,-31,-2820,,2,2,116,,0.97,,,112,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
473,,LSDA-119,3.25,-31.5833,-2415,,1,1,100,,0.97,,,96,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
474,,LSDA-120,3.95,-34.0667,-3340,,2,2,82,,0.96,,,78,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
475,,LSDA-121,5.7,-32.85,-2955,,2,2,223,,0.96,,,213,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
476,,LSDA-122,5.9833,-32.4667,-3300,,2,2,226,,0.97,,,219,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
477,,LSDA-124,8.4333,-34.3833,-4790,,2,2,76,,0.85,,,65,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
478,,LSDA-125,9.65,-37.6667,-4045,,2,2,11,,0.9,,,10,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
479,,LSDA-126,9.5667,-39.5333,-3340,,2,2,57,,0.96,,,55,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
480,,LSDA-127,9.6833,-40.8167,-2315,,1,1,74,,0.96,,,71,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
481,,LSDA-128,9.75,-41.3,-3295,,2,2,74,,0.96,,,71,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
482,,LSDA-130,11.5833,-44.05,-2755,,1,1,105,,0.96,,,100,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
483,,LSDA-131,11.5667,-44.8,-3830,,2,2,40,,0.89,,,35,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
484,,LSDA-132,11.5667,-45.55,-4105,,2,2,111,,0.87,,,96,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
485,,LSDA-133,12.2833,-46.2167,-4515,,2,2,22,,0.87,,,19,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
486,,LSDA-134,14.9833,-58.3167,-3535,,2,2,32,,0.93,,,30,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
487,,LSDA-135,15.0667,-59.9667,-4480,,2,2,32,,0.92,,,30,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
488,,LSDA-136,15.0667,-60.5,-2335,,1,1,93,,0.9,,,84,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
489,,LSDA-137,15.0333,-62.25,-2720,,2,2,93,,0.9,,,84,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
490,,LSDA139A,15,-63.8333,-2080,,2,2,66,,0.86,,,57,1,1964,Vacquier&VonHerzen1964,Vacquier&VonHerzen1964,,Bullard probe
515,,F20,33.65,161.65,-5605,,,,68,,0.84,,,57,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
516,,F23,34.3833,142.25,-7490,,,3,63,,0.93,,,58,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
517,,F24,34.0667,142.9333,-5110,,,,60,,0.87,,,52,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
518,,F25,33.8833,145.4333,-5770,,,2,55,,0.76,,,42,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
519,,AKKO-7,39.3667,150.05,-5480,,,2,174,7,0.8,,,138,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
520,,AKKO-8,39.5,143.4667,-2800,,,3,55,7,0.9,,,49,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
521,,MYJ-1,34.5333,139.7667,-1710,,,2,57,,1.06,,,61,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
522,,AKKO-11,29.8833,137.9333,-3960,,,,40,,0.86,,,34,1,1964,Uyeda&Horai1964,Soinov&Veselov1975,,
523,,AKKO-12,32.5833,138.1,-3970,,,,120,,1.01,,,121,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
524,,G1,40.0333,142.5167,-810,,,,70,,0.73,,,53,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
525,,G12,43.4333,148.25,-5175,,,,41,,0.64,,,26,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
526,,G202,40.4667,142.9833,-1550,,,,46,,0.9,,,42,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
527,,G*2,39.7,145.4167,-5315,,,,61,,0.76,,,47,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
528,,G*5,40.4,145.6667,-5215,,,,34,,0.7,,,24,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
529,,G*10,41.8667,145.15,-4435,,,,36,,0.75,,,27,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
530,,G*11,41.0333,146,-5495,,,,57,,1.02,,,58,1,1964,Uyeda&Horai1964,Uyeda&Horai1964,,Bullard probe
531,,MEN-2A,33.75,-119.5167,-1900,,2,2,72,,0.84,,,60,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
532,,MEN-3,33.9667,-122.5667,-4200,,2,2,30,,0.79,,,24,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
533,,MEN-4,34.0333,-125.25,-4640,,2,2,60,,0.76,,,45,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
534,,MEN-5,36.0667,-125.0667,-4450,,2,2,50,,0.78,,,39,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
535,,MEN-6,38.4167,-126.15,-4230,,2,2,170,,0.85,,,144,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
536,,MEN-7,39.7833,-126.35,-4140,,2,2,96,,0.85,,,82,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
537,,MEN-8,40.55,-126.5167,-3150,,1,1,189,,0.86,,,163,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
538,,MEN-9,40.9333,-126.5167,-3120,,2,2,235,,0.82,,,193,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
539,,Rizal-1,6.2017,115.4314,,,1857,,,,2.61,,,,,1986,ASCOPE1986,ASCOPE1986,*,BHT
539,,MEN-10,41.5,-126.5333,-2960,,2,2,306,,0.79,,,242,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
540,,MEN-11,40.6,-127.4167,-3280,,2,2,284,,0.82,,,233,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
541,,MEN-12,40.1167,-128.1667,-4510,,2,2,98,,0.8,,,79,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
542,,MEN-13,40.6667,-129.2167,-3220,,2,2,201,,0.86,,,173,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
543,,MEN-14,40,-131,-4520,,2,2,60,,0.8,,,48,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
544,,MEN-15,42.0333,-133.1167,-3870,,2,2,40,,0.78,,,31,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
545,,MEN-16,40.4167,-133.1,-4070,,2,2,36,,0.84,,,30,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
546,,MEN-17,39.5,-133.0833,-4750,,2,2,17,,0.87,,,15,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
547,,MEN-18,41.1,-135.5333,-4060,,2,2,48,,0.87,,,42,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
548,,MEN-19,41.1167,-151.3667,-5100,,2,2,91,,0.85,,,77,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
549,,MEN-20,39.35,-149.9333,-5500,,2,2,19,,0.85,,,16,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
550,,MEN-21,40.6333,-149.0167,-4840,,2,2,91,,0.87,,,79,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
551,,MEN-22,40.7833,-146,-4720,,2,2,50,,0.88,,,44,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
552,,MEN-23,40.6833,-142.8667,-4730,,2,2,61,,0.82,,,50,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
553,,MEN-24,40.7333,-139.3667,-4520,,2,2,91,,0.86,,,79,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
554,,MEN-26,38.6667,-142.6,-5290,,2,2,63,,0.85,,,53,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
555,,MEN-27,39.0833,-139.4333,-5290,,2,2,87,,0.86,,,75,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
556,,MEN-28,38.0333,-137.9667,-5380,,2,2,86,,0.83,,,71,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
557,,MEN-29,39.55,-135.9833,-5140,,2,2,49,,0.84,,,41,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
558,,MEN-30,38,-134,-4810,,2,2,85,,0.85,,,72,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
559,,MEN-31,39.5333,-133.0833,-4740,,2,2,5,,0.87,,,4,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
560,,MEN-33,39.5,-131.7833,-4510,,2,2,23,,0.85,,,19,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
561,,MEN-34,40.7333,-131.75,-3640,,2,2,49,,0.82,,,40,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
562,,MEN-36,39.6,-129.5167,-4540,,2,2,59,,0.8,,,47,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
563,,MEN-37,38.0167,-128.7667,-4750,,2,2,83,,0.85,,,70,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
564,,MEN-38,32.6,-118.1,-2010,,2,2,99,,0.83,,,82,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
565,,MEN-39,32.5333,-117.5167,-1240,,2,2,110,,0.77,,,85,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
566,,GU-1,32.5333,-117.5167,-1230,,2,2,141,,0.77,,,108,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
567,,GU-2,32.4833,-118.05,-1890,,2,2,147,,0.79,,,116,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
568,,GU-3,32.2333,-118.45,-1630,,2,2,95,,0.79,,,75,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
569,,GU-4,32.05,-118.8333,-1480,,2,2,95,,0.83,,,79,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
570,,GU-5,31.8333,-119.1,-1690,,2,2,115,,0.79,,,90,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
571,,GU-6,31.6167,-119.5833,-3720,,2,2,44,,0.81,,,35,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
572,,GU-7,31.4333,-120.0667,-3970,,2,2,89,,0.78,,,70,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
573,,GU-8,31.2333,-120.5333,-3840,,2,2,87,,0.79,,,69,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
574,,GU-9B,31.0167,-120.9167,-3970,,2,2,130,,0.83,,,108,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
575,,GU-10,30.8,-121.5167,-4100,,2,2,120,,0.85,,,101,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
576,,GU-11,29.05,-121.0667,-4160,,2,2,15,,0.88,,,13,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
577,,GU-12,29.15,-120.5833,-3910,,2,2,83,,0.83,,,69,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
578,,GU-13,29.2667,-120.0667,-3830,,2,2,230,,0.81,,,185,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
579,,GU-14,29.3667,-119.5833,-3710,,2,2,120,,0.83,,,100,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
580,,GU-15B,29.5833,-118.9333,-3800,,2,2,81,,0.85,,,69,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
581,,GU-16,29.6167,-118.45,-3570,,2,2,19,,0.86,,,16,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
582,,GU-17,29.55,-117.9833,-3580,,2,2,129,,0.85,,,109,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
583,,GU-19,28.8667,-117.4333,-3550,,2,2,211,,0.81,,,171,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
584,,GU-20,28.9667,-117.35,-3550,,2,2,92,,0.81,,,75,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
585,,GU-21,29.1,-117.4667,-3620,,2,2,97,,0.81,,,79,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
586,,GU-22,29.9,-117.6,-2840,,2,2,112,,0.87,,,98,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
587,,SB-1,31.2667,-117.75,-1930,,2,2,106,,0.89,,,94,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
588,,SB-2,31.25,-117.7667,-1950,,2,2,158,,0.89,,,140,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
589,,SB-3,30.9,-117.8833,-2050,,2,2,92,,0.85,,,78,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
590,,SB-4,30.8833,-117.8833,-2040,,2,2,98,,0.85,,,83,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
591,,SB-5,30.3,-117.5167,-3250,,2,2,142,,0.85,,,121,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
592,,SB-6A,29.3,-117.4833,-3950,,2,2,158,,0.85,,,134,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
593,,SB-8,28.95,-117.5167,-3480,,2,2,114,,0.87,,,99,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
594,,SB-9,29.15,-116.7167,-4060,,2,2,129,,0.87,,,113,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
595,,SB-10,29.1333,-116.7,-4070,,2,2,133,,0.87,,,116,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
596,,SB-11,30.5,-116.5,-2840,,2,2,150,,0.85,,,129,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
597,,SB-12,30.5167,-116.55,-2840,,2,2,139,,0.85,,,119,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
598,,H-1,31.45,-120.9833,-3835,,2,2,53,,0.79,,,42,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
599,,H-2,29.6833,-121.6,-4000,,2,2,96,,0.82,,,79,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
600,,T-1,32.5833,-117.5167,-1225,,2,2,112,,0.77,,,86,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
601,,T-2,32.55,-117.5167,-1220,,2,2,108,,0.77,,,83,1,1964,VonHerzen1964,VonHerzen1964,,Bullard probe
602,,EHF-1,31.1833,-119.2667,-3690,,,,63,,0.85,,,54,1,1964,VonHerzen1964,VonHerzen1963,*,Bullard probe
633,,V18-15,39.1833,-65.4333,-4730,,,2,,,0.84,,,46,1,1964,Langseth&Grim1964,Langseth&Grim1964,,Ewing probe
634,,V19-1,34.8333,-70.25,-4716,1,6,2,,,0.8,,,34,1,1964,Langseth&Grim1964,Langseth&Grim1964,,Ewing probe
641,,C7-3,12.5667,-66.3,-4529,1,5,3,40,,0.84,,,34,1,1964,Langseth&Grim1964,Langseth&Grim1964,,Ewing probe
642,,C7-4,13.9833,-71.7167,-3948,1,5,3,75,,0.84,,,63,1,1964,Langseth&Grim1964,Langseth&Grim1964,,Ewing probe
643,,C7-5,12.0667,-74.9,-3611,0,5,1,50,,0.84,,,42,1,1964,Langseth&Grim1964,Langseth&Grim1964,,Ewing probe
644,,C7-6,14.1833,-76.5333,-4087,2,3,2,60,,0.84,,,50,1,1964,Langseth&Grim1964,Langseth&Grim1964,,Ewing probe
645,,C7-9,14.8333,-73.8333,-3460,3,5,2,50,,0.84,,,42,1,1964,Langseth&Grim1964,Langseth&Grim1964,,Ewing probe
648,,C7-12,14.6,-70.95,-3525,1,12,2,50,,0.84,,,42,1,1964,Langseth&Grim1964,Lonsdale&Becker1985,*,ALVIN
659,,A-296-4,39.5333,-65.825,-4330,,,2,47,,0.96,,,45,1,1965,Birch1965,Popov1974,,oceanic (other)
660,,A-296-6,39.55,-66.2833,-4325,,,1,57,,0.99,,,63,1,1965,Birch1965,Birch1965,,Ewing probe
661,,A-296-7,39.7833,-65.2583,-4467,,,2,48,,0.9,,,43,1,1965,Birch1965,Birch1965,,Ewing probe
662,,A-296-8,39.4417,-65.15,-4757,,,2,53,,0.88,,,47,1,1965,Birch1965,Birch1965,,Ewing probe
663,,A-296-9,39.7667,-66.4667,-3922,,,2,54,,0.88,,,48,1,1965,Birch1965,Birch1965,,Ewing probe
859,,H-14A,40.0333,146.0333,,,,,59,,0.67,,,40,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
860,,AKO-M1,38.1833,133.75,-970,,2,,108,,0.83,,,89,1,1965,Yasui&Watanabe1965,Wimbush&Sclater1971,,Bullard probe
861,,AKO-M2,40.7833,132.0667,-3080,,2,,33,,0.75,,,26,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
862,,AKO-M3,40.8,134.4,-3400,,2,,130,,0.75,,,98,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
863,,AKO-M4,38.0167,135.95,-2550,,2,,139,,0.73,,,102,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
864,,AKO-M5,40.2167,136.8667,-2525,,2,,80,,0.71,,,59,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
865,,AKO-M6,40.9833,137.4,-3420,,2,,96,,0.87,,,83,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
866,,AKO-M7,40.3833,139.1833,-2670,,2,,118,,0.82,,,85,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
867,,AKO-M8,39.4833,137.9833,-2510,,2,,72,,0.76,,,54,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
868,,EN-1,39,139.1667,,,,,83,,0.7,,,58,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
869,,EN-2,38.5333,139.1667,,,,,26,,0.76,,,21,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
870,,MAKKO-1,37.35,134.1167,-2440,,2,,145,,0.77,,,111,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
871,,MAKKO-2,39.1667,133.0333,-2720,,2,,118,,0.66,,,77,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
872,,SAIKO-3,40.0167,132.4833,-3330,,2,,136,,0.69,,,94,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
873,,SAIKO-4,41.0167,131.9,-3470,,2,,134,,0.67,,,89,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
874,,SAIKO-5,41.3333,132.8,-3600,,2,,121,,0.65,,,79,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
875,,MAKKO-3,41.5667,133.5833,-3650,,2,,129,,0.65,,,85,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
876,,MAKKO-4,39.9167,134.8333,-1450,,2,,109,,0.69,,,75,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
877,,MAKKO-5,38.9667,135.4167,-3180,,2,,116,,0.71,,,87,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
878,,MAKKO-6,38.0333,135.95,-2740,,2,,135,,0.69,,,93,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
879,,MAKKO-7,38.2167,137.8667,-1970,,2,,125,,0.75,,,94,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
880,,MAKKO-8,39.2167,137.4167,-2340,,,,106,,0.82,,,87,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
881,,MAKKO-9,40.1333,136.7333,-2650,,2,,147,,0.75,,,110,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
882,,MAKKO-10,41.05,136.1,-3450,,2,,125,,0.65,,,82,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
883,,MAKKO-11,42,138.1667,,,,,133,,0.79,,,105,1,1965,Yasui&Watanabe1965,Yasui&Watanabe1965,,Bullard probe
